cable_key,risk_score,max_lp_risk,landing_points,risk_tier,importance_score,importance_tier,base_cost,baseline_material,baseline_reliability_tier,baseline_failure_factor,baseline_expected_cost,importance_material,importance_reliability_tier,importance_failure_factor,importance_expected_cost,sensitivity_material,sensitivity_reliability_tier,sensitivity_failure_factor,sensitivity_expected_cost,combined_material,combined_reliability_tier,combined_failure_factor,combined_expected_cost
id-baltica,1.518467147112292,1.518467147112292,4,4,1.8882033701691543e-05,3,4000000,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0
id-amitie,1.5046840617036443,0.7436935728146241,3,4,0.0251863748013542,10,3000000,Stainless_steel,6,0.5,600000.0,CFRP,10,0.1,120000.0,CFRP,10,0.1,120000.0,GFRP,7,0.4,480000.0
id-uae-iran,1.4908718116044857,1.4908718116044857,2,4,0.0080952035021992,9,2000000,Stainless_steel,6,0.5,400000.0,CFRP,10,0.1,80000.0,CFRP,10,0.1,80000.0,GFRP,7,0.4,320000.0
id-turcyos-1,1.474152152765138,1.474152152765138,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-columbus-ii-b,1.3722709505243091,1.3722709505243091,2,4,0.0017373633070483,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-cabo-verde-telecom-domestic-submarine-cable-phase-2,1.2950069811520306,1.2950069811520306,3,4,7.687341965065259e-07,3,3000000,Stainless_steel,6,0.5,600000.0,GFRP,7,0.4,480000.0,GFRP,7,0.4,480000.0,GFRP,7,0.4,480000.0
id-farland-north,1.2373315313602442,1.2373315313602442,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-fly-lion3,1.08441891665922,1.0019389271841042,2,4,0.0027204061837747,7,2000000,Stainless_steel,6,0.5,400000.0,Titanium_alloys,9,0.2,160000.0,Titanium_alloys,9,0.2,160000.0,GFRP,7,0.4,320000.0
id-sovetskaya-gavan-ilyinskoye,1.0707908610370829,1.0707908610370829,2,4,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-link-5-phase-2,1.0502854965291573,0.5427640328034412,2,4,0.001621740879305,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-fish-north,0.9772034819152168,0.5102165652276431,2,4,0.0079843424218855,9,2000000,Stainless_steel,6,0.5,400000.0,CFRP,10,0.1,80000.0,CFRP,10,0.1,80000.0,GFRP,7,0.4,320000.0
id-fish-west,0.8097938669010613,0.4669869166875737,4,4,0.0090378157647781,9,4000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,GFRP,7,0.4,640000.0
id-energy-bridge-cable,0.7117288653972509,0.4352994600030849,2,4,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-hawaiian-islands-fiber-link-hifl,0.697219615600486,0.697219615600486,6,4,0.000374013209544,4,6000000,Stainless_steel,6,0.5,1200000.0,GFRP,7,0.4,960000.0,GFRP,7,0.4,960000.0,GFRP,7,0.4,960000.0
id-kerch-strait-cable,0.6932763874077674,0.4352994600030849,2,4,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-hantru1-cable-system,0.6677745526348232,0.6677745526348232,4,4,0.0082463198291718,9,4000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,GFRP,7,0.4,640000.0
id-nuvem,0.6505616706475459,0.6505616706475459,4,4,0.0113023625700244,9,4000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,GFRP,7,0.4,640000.0
id-uk-channel-islands-8,0.6188904408402583,0.6188904408402583,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-kodiak-kenai-fiber-link-kkfl,0.5511149466280147,0.5511149466280147,6,3,0.0086481764311604,9,6000000,Stainless_steel,6,0.5,900000.0,CFRP,10,0.1,180000.0,CFRP,10,0.1,180000.0,GFRP,7,0.4,720000.0
id-acs-alaska-oregon-network-akorn,0.5511149466280147,0.5511149466280147,4,3,0.0036817563423934,7,4000000,Stainless_steel,6,0.5,600000.0,Titanium_alloys,9,0.2,240000.0,Titanium_alloys,9,0.2,240000.0,GFRP,7,0.4,480000.0
id-rnne-rdvig,0.5458082116046319,0.5458082116046319,2,3,1.0089636329148153e-05,3,2000000,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0
id-link-4-phase-2,0.5427640328034412,0.5427640328034412,2,3,0.0004804396544616,4,2000000,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0
id-png-lng,0.5369801618837505,0.5369801618837505,2,3,0.0033179528838967,7,2000000,Stainless_steel,6,0.5,300000.0,Titanium_alloys,9,0.2,120000.0,Titanium_alloys,9,0.2,120000.0,GFRP,7,0.4,240000.0
id-trapani-kelibia-2-keltra-2,0.5195649178681947,0.5195649178681947,2,3,0.0230693048471189,10,2000000,Stainless_steel,6,0.5,300000.0,CFRP,10,0.1,60000.0,CFRP,10,0.1,60000.0,GFRP,7,0.4,240000.0
id-hannibal-system,0.5195649178681947,0.5195649178681947,2,3,0.0258060466325694,10,2000000,Stainless_steel,6,0.5,300000.0,CFRP,10,0.1,60000.0,CFRP,10,0.1,60000.0,GFRP,7,0.4,240000.0
id-didon,0.5195649178681947,0.5195649178681947,2,3,0.0258060466325694,10,2000000,Stainless_steel,6,0.5,300000.0,CFRP,10,0.1,60000.0,CFRP,10,0.1,60000.0,GFRP,7,0.4,240000.0
id-northstar,0.5102165652276431,0.5102165652276431,4,3,0.0101817306858896,9,4000000,Stainless_steel,6,0.5,600000.0,CFRP,10,0.1,120000.0,CFRP,10,0.1,120000.0,GFRP,7,0.4,480000.0
id-konstanz-friedrichshafen,0.4790244620331328,0.4457936937973098,2,3,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-konstanz-meersburg,0.4457936937973098,0.4457936937973098,2,3,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-libreville-port-gentil-cable,0.401246707540592,0.401246707540592,2,3,0.0040869513327833,7,2000000,Stainless_steel,6,0.5,300000.0,Titanium_alloys,9,0.2,120000.0,Titanium_alloys,9,0.2,120000.0,GFRP,7,0.4,240000.0
id-italy-greece-1-ig-1,0.3967140943824325,0.3049249631072926,2,3,6.053781797488892e-06,3,2000000,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0
id-shefa-2,0.3280333986285001,0.3280333986285001,7,3,0.0,1,7000000,Stainless_steel,6,0.5,1050000.0,Stainless_steel,6,0.5,1050000.0,Stainless_steel,6,0.5,1050000.0,GFRP,7,0.4,840000.0
id-galapagos-cable-system,0.3174689780413033,0.3174689780413033,4,3,0.0005615963649634,5,4000000,Stainless_steel,6,0.5,600000.0,Nickel_superalloys,8,0.3,360000.0,Nickel_superalloys,8,0.3,360000.0,GFRP,7,0.4,480000.0
id-isles-of-scilly-cable,0.3084240914464684,0.3084240914464684,2,3,0.016949243748125,10,2000000,Stainless_steel,6,0.5,300000.0,CFRP,10,0.1,60000.0,CFRP,10,0.1,60000.0,GFRP,7,0.4,240000.0
id-high-capacity-undersea-guernsey-optical-fibre-hugo,0.3084240914464684,0.3084240914464684,4,3,0.0174745294337753,10,4000000,Stainless_steel,6,0.5,600000.0,CFRP,10,0.1,120000.0,CFRP,10,0.1,120000.0,GFRP,7,0.4,480000.0
id-mandji-fiber-optic-cable,0.290402018434481,0.1503601310564201,2,3,0.0,1,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-almera-melilla-alme,0.2814114163820065,0.2814114163820065,2,3,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-roquetas-melilla-cam,0.2814114163820065,0.2814114163820065,2,3,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-oteglobe-kokkini-bari,0.2702676661036516,0.2702676661036516,2,3,0.0011285018004715,5,2000000,Stainless_steel,6,0.5,300000.0,Nickel_superalloys,8,0.3,180000.0,Nickel_superalloys,8,0.3,180000.0,GFRP,7,0.4,240000.0
id-uk-channel-islands-7,0.244085130666965,0.244085130666965,2,3,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-channel-islands-9-liberty-submarine-cable,0.2434322308533576,0.2434322308533576,2,3,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-haikou-beihai-cable,0.217044199493335,0.217044199493335,2,3,0.0,1,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-sakhalin-kuril-islands-cable,0.1316138921160868,0.1316138921160868,4,3,0.0,1,4000000,Stainless_steel,6,0.5,600000.0,Stainless_steel,6,0.5,600000.0,Stainless_steel,6,0.5,600000.0,GFRP,7,0.4,480000.0
id-ulleung-mainland-2,0.1039350105047713,0.1039350105047713,2,3,0.0,1,2000000,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0
id-fibre-in-gulf-fig,0.0760408246493044,0.0539834428943397,7,3,0.0016406160493085,6,7000000,Stainless_steel,6,0.5,1050000.0,Nickel_superalloys,8,0.3,630000.0,Nickel_superalloys,8,0.3,630000.0,GFRP,7,0.4,840000.0
id-tampnet-north,0.0514042177082853,0.0514042177082853,3,3,0.0004995811359546,4,3000000,Stainless_steel,6,0.5,450000.0,GFRP,7,0.4,360000.0,GFRP,7,0.4,360000.0,GFRP,7,0.4,360000.0
id-pasuli,0.0456001872606259,0.0456001872606259,2,3,0.0029256678234194,7,2000000,Stainless_steel,6,0.5,300000.0,Titanium_alloys,9,0.2,120000.0,Titanium_alloys,9,0.2,120000.0,GFRP,7,0.4,240000.0
id-sumatera-bangka-cable-system-sbcs,0.0456001872606259,0.0456001872606259,2,3,0.0003543672462345,4,2000000,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0
id-c-lion1,0.0335301638359909,0.0335301638359909,3,3,9.974326199672176e-05,4,3000000,Stainless_steel,6,0.5,450000.0,GFRP,7,0.4,360000.0,GFRP,7,0.4,360000.0,GFRP,7,0.4,360000.0
id-tenerife-la-palma,0.0,0.0,2,1,0.000374950104346,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-coral-bridge,0.0,0.0,2,1,0.0044763392262575,8,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-far-east-submarine-cable-system,0.0,0.0,3,1,0.0,1,3000000,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0
id-alaska-united-west-au-west,0.0,0.0,3,1,0.0234614217469907,10,3000000,Stainless_steel,6,0.5,150000.0,CFRP,10,0.1,30000.0,CFRP,10,0.1,30000.0,Stainless_steel,6,0.5,150000.0
id-farice-1,0.0,0.0,3,1,0.0,1,3000000,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0,Stainless_steel,6,0.5,150000.0
id-transcan-3,0.0,0.0,2,1,0.0059056803499431,8,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-danica-north,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-dalian-yantai-cable,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-daito-loop,0.0,0.0,2,1,0.0070444879932366,8,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-cyclades-b,0.0,0.0,3,1,3.843670982532629e-06,3,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-taba-aqaba,0.0,0.0,2,1,0.0044763392262575,8,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-tverrlinken,0.0,0.0,4,1,0.0005615963649634,5,4000000,Stainless_steel,6,0.5,200000.0,Nickel_superalloys,8,0.3,120000.0,Nickel_superalloys,8,0.3,120000.0,Stainless_steel,6,0.5,200000.0
id-bt-highlands-and-islands-submarine-cable-system,0.0,0.0,40,1,0.0,1,40000000,Stainless_steel,6,0.5,2000000.0,Stainless_steel,6,0.5,2000000.0,Stainless_steel,6,0.5,2000000.0,Stainless_steel,6,0.5,2000000.0
id-fibra-optica-austral,0.0,0.0,4,1,0.0005614161928861,5,4000000,Stainless_steel,6,0.5,200000.0,Nickel_superalloys,8,0.3,120000.0,Nickel_superalloys,8,0.3,120000.0,Stainless_steel,6,0.5,200000.0
id-unisur,0.0,0.0,2,1,0.0004912211515676,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-sweden-latvia,0.0,0.0,3,1,0.0001279942437183,4,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-vaka,0.0,0.0,1,1,0.0,1,1000000,Stainless_steel,6,0.5,50000.0,Stainless_steel,6,0.5,50000.0,Stainless_steel,6,0.5,50000.0,Stainless_steel,6,0.5,50000.0
id-terra-sw,0.0,0.0,11,1,0.0012757423530733,5,11000000,Stainless_steel,6,0.5,550000.0,Nickel_superalloys,8,0.3,330000.0,Nickel_superalloys,8,0.3,330000.0,Stainless_steel,6,0.5,550000.0
id-cogim,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-sweden-estonia-ee-s-1,0.0,0.0,3,1,7.302974866811997e-06,3,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-cobracable,0.0,0.0,2,1,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-svalbard-undersea-cable-system,0.0,0.0,2,1,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-vstervik-visby,0.0,0.0,2,1,1.989099733460636e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-caribbean-bermuda-u-s-cbus,0.0,0.0,2,1,0.0014248728561684,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
id-sunoque-iii,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-sunoque-ii,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-cantat-3,0.0,0.0,4,1,0.0031016623108265,7,4000000,Stainless_steel,6,0.5,200000.0,Titanium_alloys,9,0.2,80000.0,Titanium_alloys,9,0.2,80000.0,Stainless_steel,6,0.5,200000.0
id-sunoque-i,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-candalta,0.0,0.0,2,1,0.0033189138016423,7,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-calvi-st-florent,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-alonso-de-ojeda,0.0,0.0,2,1,0.0021814514431927,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
id-subcan-link-2,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-alaska-united-turnagain-arm-auta,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-transcan-2,0.0,0.0,4,1,0.0003743975766423,4,4000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,Stainless_steel,6,0.5,200000.0
id-tampnet-south,0.0,0.0,2,1,0.0026202064858488,7,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-darwin-jakarta-singapore-cable-djsc,0.0,0.0,1,1,0.0,1,1000000,Stainless_steel,6,0.5,50000.0,Stainless_steel,6,0.5,50000.0,Stainless_steel,6,0.5,50000.0,Stainless_steel,6,0.5,50000.0
id-tenerife-gran-canaria,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-bosun,0.0,0.0,2,1,0.00195842723902,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
id-east-micronesia-cable-system-emcs,0.0,0.0,4,1,0.0007471135472297,5,4000000,Stainless_steel,6,0.5,200000.0,Nickel_superalloys,8,0.3,120000.0,Nickel_superalloys,8,0.3,120000.0,Stainless_steel,6,0.5,200000.0
id-tegopa,0.0,0.0,3,1,0.0015272186037262,6,3000000,Stainless_steel,6,0.5,150000.0,Nickel_superalloys,8,0.3,90000.0,Nickel_superalloys,8,0.3,90000.0,Stainless_steel,6,0.5,150000.0
id-botnia,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-bodo-rost-cable,0.0,0.0,2,1,0.0014973020312455,6,2000000,Stainless_steel,6,0.5,100000.0,Nickel_superalloys,8,0.3,60000.0,Nickel_superalloys,8,0.3,60000.0,Stainless_steel,6,0.5,100000.0
id-tautira-teahupoo,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-e-finest,0.0,0.0,2,1,1.5855142802947096e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-dunant,0.0,0.0,2,1,0.0036036577526171,7,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-dumai-melaka-cable-system-dmcs,0.0,0.0,2,1,0.0051937796335021,8,2000000,Stainless_steel,6,0.5,100000.0,Titanium_alloys,9,0.2,40000.0,Titanium_alloys,9,0.2,40000.0,Stainless_steel,6,0.5,100000.0
id-eastern-light-sweden-finland-i,0.0,0.0,4,1,9.902257368749688e-05,4,4000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,Stainless_steel,6,0.5,200000.0
id-airraq,0.0,0.0,5,1,0.0,1,5000000,Stainless_steel,6,0.5,250000.0,Stainless_steel,6,0.5,250000.0,Stainless_steel,6,0.5,250000.0,Stainless_steel,6,0.5,250000.0
id-eastern-light-sweden-finland-ii,0.0,0.0,4,1,4.309716089164711e-05,3,4000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,Stainless_steel,6,0.5,200000.0
id-finland-estonia-2-eesf-2,0.0,0.0,2,1,3.4593038842793666e-05,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-tobrok-emasaed-cable-system,0.0,0.0,2,1,0.0003749020584587,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-eaufon-1,0.0,0.0,5,1,5.073645696943071e-06,3,5000000,Stainless_steel,6,0.5,250000.0,GFRP,7,0.4,200000.0,GFRP,7,0.4,200000.0,Stainless_steel,6,0.5,250000.0
id-tokelau-submarine-cable,0.0,0.0,3,1,0.000499420982997,4,3000000,Stainless_steel,6,0.5,150000.0,GFRP,7,0.4,120000.0,GFRP,7,0.4,120000.0,Stainless_steel,6,0.5,150000.0
id-eaufon-2,0.0,0.0,6,1,9.416993907204942e-06,3,6000000,Stainless_steel,6,0.5,300000.0,GFRP,7,0.4,240000.0,GFRP,7,0.4,240000.0,Stainless_steel,6,0.5,300000.0
id-eaufon-3,0.0,0.0,7,1,4.4476764226449e-06,3,7000000,Stainless_steel,6,0.5,350000.0,GFRP,7,0.4,280000.0,GFRP,7,0.4,280000.0,Stainless_steel,6,0.5,350000.0
id-domestic-submarine-cable-of-maldives-dscom,0.0,0.0,8,1,0.0014072520270079,6,8000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,Stainless_steel,6,0.5,400000.0
id-energinet-laeso-varberg,0.0,0.0,2,1,1.1531012947597888e-06,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-tonga-domestic-cable-extension-tdce,0.0,0.0,3,1,0.0006062750363114,5,3000000,Stainless_steel,6,0.5,150000.0,Nickel_superalloys,8,0.3,90000.0,Nickel_superalloys,8,0.3,90000.0,Stainless_steel,6,0.5,150000.0
id-energinet-lyngsa-laeso,0.0,0.0,2,1,2.882753236899472e-06,3,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-dhiraagu-cable-network,0.0,0.0,8,1,0.0016370074599888,6,8000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,Stainless_steel,6,0.5,400000.0
id-tarakan-selor-cable-system-tscs,0.0,0.0,2,1,0.0003698764586491,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-eviny-digital,0.0,0.0,3,1,0.0085854637360212,9,3000000,Stainless_steel,6,0.5,150000.0,CFRP,10,0.1,30000.0,CFRP,10,0.1,30000.0,Stainless_steel,6,0.5,150000.0
id-denmark-sweden-18,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-tanjung-pandan-sungai-kakap,0.0,0.0,2,1,6.457367250654818e-05,4,2000000,Stainless_steel,6,0.5,100000.0,GFRP,7,0.4,80000.0,GFRP,7,0.4,80000.0,Stainless_steel,6,0.5,100000.0
id-denmark-sweden-17,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-subcan-link-1,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-melita-1,0.0,0.0,2,1,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-sto-hel-one,0.0,0.0,4,1,0.0,1,4000000,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0
id-kangaroo-island-2,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
id-lanis-3,0.0,0.0,2,1,0.0,1,2000000,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0,Stainless_steel,6,0.5,100000.0
